Online shop URL,Label,Domain length,Top domain length,Presence of prefix 'www' ,Number  of digits,Number  of letters,Number  of dots (.),Number  of hyphens (-),Presence of credit card payment,Presence of money back payment,Presence of cash on delivery payment,Presence of crypto currency,Presence of free contact emails,Presence of logo URL,SSL certificate issuer,SSL certificate expire date,Issuer organization,SSL certificate issuer organization list item,Indication of young domain ,Domain registration date,Presence of TrustPilot reviews,TrustPilot score,Presence of SiteJabber reviews,Presence in the standard Tranco list,Tranco List rank
https://www.dortex.com,legitimate,14,3,1,0,17,2,0,1,1,0,0,2,1,R3,Sep 26 04:03:12 2023 GMT,Let's Encrypt,2,0,1999-05-18 23:05,0,-1,0,0,-1
https://www.presentationload.com,legitimate,24,3,1,0,27,2,0,1,1,0,0,0,1,Cloudflare Inc ECC CA-3,May 11 23:59:59 2024 GMT,"Cloudflare, Inc.",1,0,2006-08-03 12:34,0,-1,0,0,-1
https://www.golfseriesof.com,fraudulent,20,3,1,0,23,2,0,1,1,0,0,0,1,GTS CA 1P5,Oct 18 07:39:55 2023 GMT,Google Trust Services LLC,9,1,2023-07-20 08:27,0,,0,0,-1
https://www.cutestthings.com,legitimate,20,3,1,0,23,2,0,1,1,0,0,2,1,R3,Sep  2 06:29:12 2023 GMT,Let's Encrypt,2,0,2002-06-26 03:26,0,-1,0,0,-1
https://coloraydecor.com,legitimate,16,3,0,0,20,1,0,1,1,1,0,2,1,R3,Oct 20 16:51:19 2023 GMT,Let's Encrypt,2,0,2017-01-26 08:28,1,2.9,0,0,-1
https://tractorexpress.co.za,fraudulent,20,5,0,0,23,2,0,0,0,0,0,2,1,R3,Sep 11 03:55:09 2023 GMT,Let's Encrypt,2,1,2023-02-16 00:00,0,,0,0,-1
https://www.bikeoccur.com,fraudulent,17,3,1,0,20,2,0,1,1,0,0,0,1,E1,Oct 19 05:53:01 2023 GMT,Let's Encrypt,2,1,2023-07-21 00:00,0,,0,0,-1
https://www.thekitchengears.com,fraudulent,23,3,1,0,26,2,0,1,1,0,0,0,1,E1,Nov  2 00:36:47 2023 GMT,Let's Encrypt,2,1,2023-08-04 01:28,0,,0,0,-1
https://www.genzfshop.com,fraudulent,17,3,1,0,20,2,0,0,0,0,0,0,0,GTS CA 1P5,Sep 25 06:57:53 2023 GMT,Google Trust Services LLC,9,1,2023-06-23 05:43,0,,0,0,-1
https://nelly.com,legitimate,9,3,0,0,13,1,0,0,1,0,0,2,1,GeoTrust RSA CA 2018,Jan  8 23:59:59 2024 GMT,DigiCert Inc,7,0,1997-06-25 04:00,1,3.9,1,1,90036
https://www.b2bglobalchemicalmerchandise.co.za,fraudulent,38,5,1,1,39,3,0,0,0,0,0,2,1,R3,Oct  4 19:43:55 2023 GMT,Let's Encrypt,2,1,2022-10-22 00:00,0,,0,0,-1
https://greenesshoes.com,legitimate,16,3,0,0,20,1,0,1,1,0,0,2,1,R3,Oct 19 09:36:35 2023 GMT,Let's Encrypt,2,0,2010-05-02 18:35,1,4.9,0,1,802243
https://www.handlebarneu.com,fraudulent,20,3,1,0,23,2,0,1,0,1,0,0,0,E1,Sep  7 04:59:02 2023 GMT,Let's Encrypt,2,1,2023-04-11 02:42,0,,0,0,-1
https://www.mandmdirect.com,legitimate,19,3,1,0,22,2,0,1,1,0,0,0,1,GeoTrust RSA CA 2018,Jul  9 23:59:59 2024 GMT,DigiCert Inc,7,0,2005-07-08 13:05,1,4.4,1,0,-1
https://bestgenericpills24.com,fraudulent,22,3,0,2,24,1,0,0,0,0,0,0,1,R3,Oct 11 11:28:32 2023 GMT,Let's Encrypt,2,0,2022-05-11 08:18,0,,0,0,-1
https://hattshoppen.se,legitimate,14,2,0,0,18,1,0,1,1,1,0,2,1,R3,Sep  5 02:10:38 2023 GMT,Let's Encrypt,2,0,2019-04-28 00:00,1,3.3,0,0,-1
https://homefocus.ie,legitimate,12,2,0,0,16,1,0,1,1,1,0,0,1,Cloudflare Inc ECC CA-3,Apr 24 23:59:59 2024 GMT,"Cloudflare, Inc.",1,0,2005-09-25 00:00,1,3.1,0,1,804620
https://www.marksandspencer.com,legitimate,23,3,1,0,26,2,0,1,1,1,0,1,1,DigiCert SHA2 Extended Validation Server CA,May 29 23:59:59 2024 GMT,DigiCert Inc,7,0,1998-03-17 05:00,1,1.7,1,0,-1
https://reklamospasaulis.lt,legitimate,19,2,0,0,23,1,0,1,0,0,0,2,1,R3,Sep  5 13:40:16 2023 GMT,Let's Encrypt,2,0,2021-08-27 00:00,0,-1,0,0,-1
https://egarazas.lt,legitimate,11,2,0,0,15,1,0,1,1,1,0,2,1,R3,Sep 24 23:49:45 2023 GMT,Let's Encrypt,2,0,2012-11-14 00:00,0,-1,0,0,-1
https://www.formulierengigant.nl,legitimate,24,2,1,0,27,2,0,0,0,0,0,2,1,Sectigo RSA Domain Validation Secure Server CA,Jul  4 23:59:59 2024 GMT,Sectigo Limited,3,0,2010-01-19 00:00,0,-1,0,0,-1
https://babylachelt.de,fraudulent,14,2,0,0,18,1,0,1,1,0,0,2,1,GTS CA 1P5,Oct  9 18:18:49 2023 GMT,Google Trust Services LLC,9,2,Hidden,1,2.6,0,0,-1
https://babyplus.store,legitimate,14,5,0,0,18,1,0,1,1,1,0,0,1,E1,Sep 25 16:44:19 2023 GMT,Let's Encrypt,2,0,2018-07-17 00:00,0,-1,0,0,-1
https://rickelproductsltd.com,fraudulent,21,3,0,0,25,1,0,0,1,0,0,2,0,Sectigo RSA Domain Validation Secure Server CA,Jul 22 23:59:59 2024 GMT,Sectigo Limited,3,0,2022-05-13 19:17,0,,0,0,-1
https://lavenus.com,legitimate,11,3,0,0,15,1,0,1,1,0,0,2,1,R3,Sep 26 02:11:51 2023 GMT,Let's Encrypt,2,0,1997-12-05 05:00,1,4,0,0,-1
https://onlygenericonline.com,fraudulent,21,3,0,0,25,1,0,0,0,0,0,0,1,GTS CA 1P5,Nov  2 10:47:24 2023 GMT,Google Trust Services LLC,9,0,2016-12-06 14:31,0,,0,0,-1
https://www.yafvwg.store,fraudulent,16,5,1,0,19,2,0,1,1,0,0,3,1,Cloudflare Inc ECC CA-3,Jul 31 23:59:59 2024 GMT,"Cloudflare, Inc.",1,1,2023-07-06 00:00,0,,0,0,-1
https://mybrand.shoes/el,legitimate,13,5,0,0,19,1,0,1,1,0,1,2,1,R3,Oct 21 18:27:10 2023 GMT,Let's Encrypt,2,0,2014-08-04 17:04,1,4.4,0,0,-1
https://www.kuoteshome.com,fraudulent,18,3,1,0,21,2,0,1,1,0,0,0,0,E1,Sep  4 06:41:46 2023 GMT,Let's Encrypt,2,1,2023-06-06 00:00,0,,0,0,-1
https://www.obrienswine.ie,legitimate,18,2,1,0,21,2,0,1,1,1,0,2,1,R3,Nov 23 18:44:13 2023 GMT,Let's Encrypt,2,0,2000-06-12 00:00,1,4.7,0,0,-1
https://buyhealthandcaremeds.com,fraudulent,24,3,0,0,28,1,0,0,1,0,0,0,1,GTS CA 1P5,Oct  8 06:19:11 2023 GMT,Google Trust Services LLC,9,0,2015-02-12 14:48,0,,0,0,-1
https://conteshop.com,legitimate,13,3,0,0,17,1,0,1,1,1,0,2,1,R3,Sep 18 20:00:40 2023 GMT,Let's Encrypt,2,0,2013-12-09 08:24,0,-1,0,0,-1
https://www.manualtoolthree.com,fraudulent,23,3,1,0,26,2,0,1,1,0,0,0,1,GTS CA 1P5,Sep 18 00:46:02 2023 GMT,Google Trust Services LLC,9,1,2023-06-20 01:36,0,,0,0,-1
https://thecoffeeminer.com,legitimate,18,3,0,0,22,1,0,1,1,0,0,1,0,R3,Sep 19 19:50:15 2023 GMT,Let's Encrypt,2,0,2021-08-30 11:18,1,3.8,0,0,-1
https://www.kimjooguan.com,legitimate,18,3,1,0,21,2,0,0,1,1,0,2,1,R3,Oct 20 14:26:29 2023 GMT,Let's Encrypt,2,0,2009-11-12 10:02,0,-1,0,0,-1
https://www.sitebadminton.com,fraudulent,21,3,1,0,24,2,0,1,1,0,0,0,1,GTS CA 1P5,Oct 19 08:34:25 2023 GMT,Google Trust Services LLC,9,1,2023-07-21 05:46,0,,0,0,-1
https://www.primexpulse.com,fraudulent,19,3,1,0,22,2,0,0,0,0,1,2,0,GTS CA 1P5,Sep 27 14:01:17 2023 GMT,Google Trust Services LLC,9,1,2023-06-29 00:00,0,,0,0,-1
https://www.xandres.com/be_en,legitimate,15,3,1,0,22,2,0,1,1,1,0,2,1,Sectigo RSA Domain Validation Secure Server CA,Apr 30 23:59:59 2024 GMT,Sectigo Limited,3,0,1998-08-17 04:00,0,-1,0,0,-1
https://www.edgetoolhub.com,fraudulent,19,3,1,0,22,2,0,1,1,0,0,0,1,GTS CA 1P5,Oct  8 05:04:43 2023 GMT,Google Trust Services LLC,9,1,2023-07-10 00:00,0,,0,0,-1
https://www.currys.ie,legitimate,13,2,1,0,16,2,0,0,0,0,0,0,1,DigiCert Global G2 TLS RSA SHA256 2020 CA1,Jun 24 23:59:59 2024 GMT,DigiCert Inc,7,0,1999-06-15 00:00,1,1.5,0,0,-1
https://www.bivouac-new.com,fraudulent,19,3,1,0,21,2,1,1,1,0,0,0,1,GTS CA 1P5,Sep 24 06:55:04 2023 GMT,Google Trust Services LLC,9,1,2023-06-26 07:49,0,,0,0,-1
https://www.evanscycles.com,legitimate,19,3,1,0,22,2,0,1,1,1,0,2,1,GlobalSign RSA OV SSL CA 2018,May 19 18:58:44 2024 GMT,GlobalSign nv-sa,8,0,1998-11-09 05:00,1,3.1,0,0,-1
https://permastik.com,legitimate,13,3,0,0,17,1,0,1,1,0,0,3,1,R3,Sep 16 22:42:59 2023 GMT,Let's Encrypt,2,0,2016-09-02 06:57,0,-1,1,0,-1
https://www.feststehendemesserde.com,fraudulent,28,3,1,0,31,2,0,0,0,0,0,3,1,GTS CA 1P5,Oct 25 08:01:51 2023 GMT,Google Trust Services LLC,9,1,2023-03-31 02:44,0,,0,0,-1
https://sebhy.online,fraudulent,12,6,0,0,16,1,0,0,0,0,0,2,0,R3,Oct 25 07:28:16 2023 GMT,Let's Encrypt,2,1,2023-07-27 06:57,0,,0,0,-1
https://naturasanat.com/en,legitimate,15,3,0,0,21,1,0,0,1,0,0,1,1,R3,Sep 28 08:44:35 2023 GMT,Let's Encrypt,2,0,2003-01-20 02:46,0,-1,0,0,-1
https://darknet-shop.net,fraudulent,16,3,0,0,21,1,1,1,0,0,1,0,1,E1,Oct  2 18:29:42 2023 GMT,Let's Encrypt,2,0,2021-09-21 12:03,0,,0,0,-1
https://nobananas.com,legitimate,13,3,0,0,17,1,0,0,1,1,0,3,1,R3,Oct  5 08:20:10 2023 GMT,Let's Encrypt,2,0,1999-12-22 05:19,0,-1,0,0,-1
https://www.theorchard.ie,legitimate,17,2,1,0,20,2,0,1,1,1,0,2,1,Encryption Everywhere G3 TLS ECC P384 SHA384 2023 CA1,Aug 13 23:59:59 2024 GMT,DigiCert Inc,7,0,2006-10-18 00:00,1,2.9,0,0,-1
https://www.thebookishshop.shop,fraudulent,23,4,1,0,26,2,0,1,0,0,0,0,0,E1,Oct  5 12:32:30 2023 GMT,Let's Encrypt,2,1,2023-05-09 11:43,0,,0,0,-1
https://www.bestsellersride.com,fraudulent,23,3,1,0,26,2,0,1,1,0,0,0,1,GTS CA 1P5,Sep  3 09:21:59 2023 GMT,Google Trust Services LLC,9,1,2023-04-04 00:00,0,,0,0,-1
https://www.fitathletenation.com,fraudulent,24,3,1,0,27,2,0,1,1,0,0,0,0,E1,Oct 20 09:41:47 2023 GMT,Let's Encrypt,2,1,2023-05-24 00:00,0,,0,0,-1
https://edelweiss-mode.com,fraudulent,18,3,0,0,21,1,1,1,1,0,0,2,1,R3,Sep 30 08:04:55 2023 GMT,Let's Encrypt,2,1,2023-05-03 00:00,0,,0,0,-1
https://eur.vevor.com,legitimate,13,3,0,0,16,2,0,1,1,1,0,0,1,Amazon RSA 2048 M01,Nov  4 23:59:59 2023 GMT,Amazon,6,0,2009-12-28 19:35,1,2.9,0,0,-1
https://rovana.lt,legitimate,9,2,0,0,13,1,0,1,0,1,0,2,1,R3,Oct 17 20:10:40 2023 GMT,Let's Encrypt,2,1,2023-05-19 00:00,0,-1,0,0,-1
https://plus.parts,legitimate,10,5,0,0,14,1,0,1,1,1,0,2,1,R3,Oct  8 01:07:24 2023 GMT,Let's Encrypt,2,0,2015-03-11 11:17,1,2.6,1,0,-1
https://blitzhandel24.com,legitimate,17,3,0,2,19,1,0,1,1,1,0,0,1,Cloudflare Inc ECC CA-3,Apr 21 23:59:59 2024 GMT,"Cloudflare, Inc.",1,0,2019-06-27 21:36,0,-1,0,0,-1
https://www.boulanger.com,legitimate,17,3,1,0,20,2,0,1,1,1,0,0,1,DigiCert SHA2 Extended Validation Server CA,Mar 13 23:59:59 2024 GMT,DigiCert Inc,7,0,1996-05-30 04:00,1,1.4,1,0,-1
https://celivaa.de,fraudulent,10,2,0,0,14,1,0,0,0,0,0,2,1,ZeroSSL RSA Domain Secure Site CA,Aug 31 23:59:59 2023 GMT,ZeroSSL,10,2,Hidden,0,,0,0,-1
https://megagear.online,fraudulent,15,6,0,0,19,1,0,0,1,0,0,3,1,GTS CA 1P5,Oct 19 07:37:50 2023 GMT,Google Trust Services LLC,9,1,2023-07-18 00:00,0,,0,0,-1
https://www.juvelyrikosnamai.lt,legitimate,23,2,1,0,26,2,0,1,1,0,0,2,1,R3,Sep 17 07:12:58 2023 GMT,Let's Encrypt,2,0,2018-01-05 00:00,0,-1,0,0,-1
https://www.goatauthentic.com/en,legitimate,21,3,1,0,26,2,0,1,1,1,0,2,1,Cloudflare Inc ECC CA-3,Apr  9 23:59:59 2024 GMT,"Cloudflare, Inc.",1,0,2019-06-15 14:00,0,-1,0,0,-1
https://fiskedeal.dk,legitimate,12,2,0,0,16,1,0,1,1,0,0,0,1,E1,Sep 28 06:06:39 2023 GMT,Let's Encrypt,2,0,2017-07-05 00:00,1,4.1,0,0,-1
https://www.pickledfoodonline.com,fraudulent,25,3,1,0,28,2,0,1,1,1,0,0,1,GTS CA 1P5,Sep 28 05:53:10 2023 GMT,Google Trust Services LLC,9,1,2023-06-30 06:38,0,,0,0,-1
https://dviraciu-laikikliai.lt,legitimate,22,2,0,0,25,1,1,0,0,0,0,0,1,R3,Aug 29 20:21:42 2023 GMT,Let's Encrypt,2,0,2007-11-29 00:00,0,-1,0,0,-1
https://www.diekuchetoolrabatt.com,fraudulent,26,3,1,0,29,2,0,1,1,0,0,0,1,E1,Sep 19 02:26:48 2023 GMT,Let's Encrypt,2,1,2023-06-21 03:16,0,,0,0,-1
https://www.usstorejewelry.com,fraudulent,22,3,1,0,25,2,0,1,1,0,0,0,0,GTS CA 1P5,Oct  8 06:06:19 2023 GMT,Google Trust Services LLC,9,1,2023-05-12 03:18,0,,0,0,-1
https://clothingbetter.com,fraudulent,18,3,0,0,22,1,0,1,1,0,0,0,1,GTS CA 1P5,Oct  2 12:27:57 2023 GMT,Google Trust Services LLC,9,1,2023-05-06 00:00,0,,0,0,-1
https://www.obtainfish.com,fraudulent,18,3,1,0,21,2,0,1,1,0,0,0,0,E1,Oct 17 06:58:05 2023 GMT,Let's Encrypt,2,1,2023-07-19 07:48,0,,0,0,-1
https://www.playjuggling.com/it,legitimate,20,3,1,0,25,2,0,1,1,0,0,1,1,R3,Oct 25 15:25:28 2023 GMT,Let's Encrypt,2,0,2006-09-25 19:05,0,-1,0,0,-1
https://trusted-help.com,fraudulent,16,3,0,0,19,1,1,1,0,0,0,0,1,R3,Oct 16 21:00:55 2023 GMT,Let's Encrypt,2,0,2018-12-07 14:54,0,,0,0,-1
https://www.onepointequip.com,fraudulent,21,3,1,0,24,2,0,1,1,0,0,0,1,GTS CA 1P5,Sep 27 11:40:50 2023 GMT,Google Trust Services LLC,9,1,2023-02-24 10:49,0,,0,0,-1
https://www.sunware.com/nl-nl,legitimate,15,3,1,0,22,2,1,1,1,0,0,0,1,Sectigo RSA Domain Validation Secure Server CA,Jun 13 23:59:59 2024 GMT,Sectigo Limited,3,0,2002-07-31 17:03,1,3.7,0,0,-1
https://www.halloween-kleider.com,fraudulent,25,3,1,0,27,2,1,1,1,0,0,0,1,E1,Oct 23 04:22:20 2023 GMT,Let's Encrypt,2,1,2023-05-27 01:16,0,,0,0,-1
https://www.santaeulalia.com/es,legitimate,20,3,1,0,25,2,0,1,1,0,0,2,1,Cloudflare Inc ECC CA-3,May 13 23:59:59 2024 GMT,"Cloudflare, Inc.",1,0,1999-02-05 05:00,1,4.7,0,0,-1
https://www.bikefahrradonline.com,fraudulent,25,3,1,0,28,2,0,0,0,0,0,0,1,GTS CA 1P5,Oct 27 09:04:54 2023 GMT,Google Trust Services LLC,9,1,2023-04-02 00:00,0,,0,0,-1
https://pulguinhas.pt,legitimate,13,2,0,0,17,1,0,0,0,0,0,2,1,"cPanel, Inc. Certification Authority",Sep 19 23:59:59 2023 GMT,"cPanel, Inc.",4,0,2012-03-05,0,-1,0,0,-1
https://www.backpacksschritte.com,fraudulent,25,3,1,0,28,2,0,1,1,0,0,0,1,GTS CA 1P5,Sep 22 07:27:09 2023 GMT,Google Trust Services LLC,9,1,2023-04-26 05:50,0,,0,0,-1
https://www.constrmall.com,fraudulent,18,3,1,0,21,2,0,0,1,0,0,2,1,Cloudflare Inc ECC CA-3,Oct 18 23:59:59 2023 GMT,"Cloudflare, Inc.",1,0,2021-11-17 11:45,0,,0,0,-1
https://www.jeans24h.eu,legitimate,15,2,1,2,16,2,0,0,1,1,0,2,1,Certum Domain Validation CA SHA2,Apr  2 07:42:59 2024 GMT,Unizeto Technologies S.A.,11,2,Hidden,1,2.8,0,0,-1
https://www.heavins.ie,legitimate,14,2,1,0,17,2,0,1,1,0,0,1,1,Amazon RSA 2048 M01,Jun 27 23:59:59 2024 GMT,Amazon,6,0,2015-09-24 00:00,1,4.8,0,0,-1
https://e-sodotechnika.lt,legitimate,17,2,0,0,20,1,1,0,0,1,0,2,1,R3,Sep  6 04:28:59 2023 GMT,Let's Encrypt,2,0,2011-08-01 00:00,0,-1,0,0,-1
https://www.korda-fishing.com,fraudulent,21,3,1,0,23,2,1,1,1,0,0,0,0,R3,Oct 28 15:13:14 2023 GMT,Let's Encrypt,2,1,2023-01-14 06:43,0,,0,0,-1
https://www.dealshop.lt,legitimate,15,2,1,0,18,2,0,1,1,1,0,0,1,GTS CA 1P5,Oct  3 08:30:08 2023 GMT,Google Trust Services LLC,9,0,2020-11-25 00:00,0,-1,0,0,-1
https://minoti.com/en,legitimate,10,3,0,0,16,1,0,0,0,0,0,0,1,R3,Oct 23 11:20:42 2023 GMT,Let's Encrypt,2,0,2004-08-28 04:58,0,-1,0,0,-1
https://www.bikerabatt.com,fraudulent,18,3,1,0,21,2,0,0,0,0,0,0,1,E1,Sep  3 09:26:55 2023 GMT,Let's Encrypt,2,1,2023-04-07 00:00,0,,0,0,-1
https://www.essentiel-shoe.com,fraudulent,22,3,1,0,24,2,1,1,1,0,0,0,1,E1,Sep  9 10:28:43 2023 GMT,Let's Encrypt,2,1,2023-04-13 03:28,0,,0,0,-1
https://otcantabuse.com,fraudulent,15,3,0,0,19,1,0,0,0,0,0,0,1,R3,Oct 31 00:58:16 2023 GMT,Let's Encrypt,2,0,2019-12-09 21:21,0,,0,0,-1
https://www.furnitureor.com,fraudulent,19,3,1,0,22,2,0,1,1,0,0,0,1,E1,Sep 11 04:56:23 2023 GMT,Let's Encrypt,2,1,2023-06-13 05:40,0,,0,0,-1
https://www.lederzentrum.de,legitimate,19,2,1,0,22,2,0,1,0,0,0,3,1,R3,Oct  3 23:49:57 2023 GMT,Let's Encrypt,2,2,Hidden,0,-1,0,0,-1
https://www.pharmacy-xl.org,fraudulent,19,3,1,0,21,2,1,1,0,0,0,0,1,ZeroSSL ECC Domain Secure Site CA,Sep 29 23:59:59 2023 GMT,ZeroSSL,10,0,2017-07-21 20:16,0,,0,0,-1
https://ka-risma.com,legitimate,12,3,0,0,15,1,1,1,1,0,0,2,1,R3,Sep 18 22:53:55 2023 GMT,Let's Encrypt,2,0,2019-05-03 07:53,0,-1,0,0,-1
https://pokal-total.de,legitimate,14,2,0,0,17,1,1,1,1,0,0,2,1,R3,Oct  4 09:24:44 2023 GMT,Let's Encrypt,2,2,Hidden,0,-1,0,0,-1
https://www.glamgarbshop.com,fraudulent,20,3,1,0,23,2,0,1,1,0,0,0,1,GTS CA 1P5,Nov 11 07:56:50 2023 GMT,Google Trust Services LLC,9,1,2023-06-15 08:02,0,,0,0,-1
https://www.better-shirts.de,legitimate,20,2,1,0,22,2,1,1,0,0,0,2,1,RapidSSL Global TLS RSA4096 SHA256 2022 CA1,Feb 24 23:59:59 2024 GMT,DigiCert Inc,7,2,Hidden,0,-1,0,0,-1
https://woodenamsterdam.com,legitimate,19,3,0,0,23,1,0,1,1,0,0,0,1,GTS CA 1P5,Oct 14 15:58:54 2023 GMT,Google Trust Services LLC,9,0,2016-05-24 11:22,0,-1,0,0,-1
https://www.teebooks.co.uk,legitimate,18,5,1,0,20,3,0,1,1,0,0,1,1,AlphaSSL CA - SHA256 - G4,Aug  3 15:53:36 2024 GMT,GlobalSign nv-sa,8,0,2013-09-23 00:00,0,-1,0,0,-1
https://www.shkshop.com,legitimate,15,3,1,0,18,2,0,0,0,0,0,2,1,R3,Sep 25 23:52:59 2023 GMT,Let's Encrypt,2,0,2008-09-09 12:16,1,3.2,0,0,-1
https://theyamazakihome-europe.com,legitimate,26,3,0,0,29,1,1,1,1,0,0,3,1,R3,Sep 21 08:02:17 2023 GMT,Let's Encrypt,2,0,2020-05-14 05:43,1,3.6,0,0,-1
https://www.furnituregibson.com,fraudulent,23,3,1,0,26,2,0,1,1,0,0,0,0,GTS CA 1P5,Oct  1 08:22:50 2023 GMT,Google Trust Services LLC,9,1,2023-07-03 07:01,0,,0,0,-1
https://www.dramaticmotion.com,fraudulent,22,3,1,0,25,2,0,1,1,0,0,0,1,E1,Oct  7 07:57:20 2023 GMT,Let's Encrypt,2,1,2023-05-11 00:00,0,,0,0,-1
https://www.dunnesstores.com,legitimate,20,3,1,0,23,2,0,1,1,1,1,2,1,Cloudflare Inc ECC CA-3,May 15 23:59:59 2024 GMT,"Cloudflare, Inc.",1,0,1997-05-08 04:00,1,2.1,0,0,-1
https://www.qstepsdelivery.com,fraudulent,22,3,1,0,25,2,0,0,0,0,0,0,0,R3,Oct 26 13:41:28 2023 GMT,Let's Encrypt,2,1,2022-07-27 16:31,0,,0,0,-1
https://www.flexibleluxury.com,fraudulent,22,3,1,0,25,2,0,1,1,1,0,0,1,E1,Oct 21 07:39:00 2023 GMT,Let's Encrypt,2,1,2023-03-27 00:00,0,,0,0,-1
https://www.shopmancini.com/en,legitimate,19,3,1,0,24,2,0,1,1,1,0,2,1,R3,Oct 18 20:06:11 2023 GMT,Let's Encrypt,2,0,2014-01-16 10:33,1,4.8,0,0,-1
https://www.johnlewis.com,legitimate,17,3,1,0,20,2,0,1,0,1,0,3,1,DigiCert SHA2 Extended Validation Server CA,Mar 14 23:59:59 2024 GMT,DigiCert Inc,7,0,1997-12-31 05:00,1,4,1,0,-1
https://ecosilkroad.com,fraudulent,15,3,0,0,19,1,0,0,0,0,0,0,0,E1,Sep 21 05:38:02 2023 GMT,Let's Encrypt,2,0,2022-02-23 00:28,0,,0,0,-1
https://www.warmbedroom.com,fraudulent,19,3,1,0,22,2,0,1,1,0,0,0,1,GTS CA 1P5,Oct 31 07:30:05 2023 GMT,Google Trust Services LLC,9,1,2023-08-02 08:10,0,,0,0,-1
https://www.reality-bikes.com,fraudulent,21,3,1,0,23,2,1,1,1,0,0,0,0,GTS CA 1P5,Oct 22 17:04:04 2023 GMT,Google Trust Services LLC,9,1,2023-03-11 14:33,0,,0,0,-1
https://nydj.eu,legitimate,7,2,0,0,11,1,0,1,1,0,0,2,1,R3,Sep 29 10:34:48 2023 GMT,Let's Encrypt,2,2,Hidden,1,2.8,0,0,-1
https://www.cosgearup.com,fraudulent,17,3,1,0,20,2,0,1,1,0,0,0,0,GTS CA 1P5,Sep 25 06:54:00 2023 GMT,Google Trust Services LLC,9,1,2023-06-27 07:39,0,,0,0,-1
https://www.markisenrabatt.com,fraudulent,22,3,1,0,25,2,0,1,1,1,0,0,1,GTS CA 1P5,Sep 14 02:07:12 2023 GMT,Google Trust Services LLC,9,1,2022-10-22 08:02,1,3.2,0,0,-1
https://kooshatech.com,legitimate,14,3,0,0,18,1,0,0,0,0,0,2,1,R3,Sep 24 06:55:49 2023 GMT,Let's Encrypt,2,0,2014-01-15 15:47,0,-1,0,0,-1
https://www.tyent-europe.com,legitimate,20,3,1,0,22,2,1,1,1,1,1,2,1,Certum Domain Validation CA SHA2,Apr  5 10:04:35 2024 GMT,Unizeto Technologies S.A.,11,0,2012-08-08 11:42,0,-1,0,0,-1
https://www.fantasybikestore.com,fraudulent,24,3,1,0,27,2,0,1,1,0,0,0,0,GTS CA 1P5,Oct 10 12:45:11 2023 GMT,Google Trust Services LLC,9,1,2023-03-16 00:00,0,,0,0,-1
https://artificialgrass.ie,legitimate,18,2,0,0,22,1,0,0,0,0,0,3,1,E1,Nov 11 14:03:31 2023 GMT,Let's Encrypt,2,0,2009-06-28 00:00,0,-1,0,0,-1
https://vonroc.ie,legitimate,9,2,0,0,13,1,0,1,1,1,0,2,1,R3,Sep 25 19:19:10 2023 GMT,Let's Encrypt,2,0,2022-03-22 00:00,0,-1,0,0,-1
https://www.bicycledamsperde.com,fraudulent,24,3,1,0,27,2,0,1,1,1,0,0,1,GTS CA 1P5,Sep 23 11:40:54 2023 GMT,Google Trust Services LLC,9,1,2023-04-27 10:20,0,,0,0,-1
https://www.fishserious.com,fraudulent,19,3,1,0,22,2,0,1,1,0,0,0,1,GTS CA 1P5,Oct 18 08:28:40 2023 GMT,Google Trust Services LLC,9,1,2023-07-20 09:13,0,,0,0,-1
https://www.discountfine.com,fraudulent,20,3,1,0,23,2,0,1,1,0,0,0,0,GTS CA 1P5,Oct  8 06:09:05 2023 GMT,Google Trust Services LLC,9,1,2023-07-10 00:00,0,,0,0,-1
https://www.1potenzmittel.online,fraudulent,24,6,1,1,26,2,0,0,0,0,0,0,1,R3,Sep 17 06:52:21 2023 GMT,Let's Encrypt,2,1,2023-03-06 12:54,0,,0,0,-1
https://www.mcelhinneys.com,legitimate,19,3,1,0,22,2,0,1,1,1,0,2,1,R3,Oct  2 12:32:44 2023 GMT,Let's Encrypt,2,0,1998-12-01 00:00,1,4.9,0,0,-1
https://www.bergfreunde.eu,legitimate,18,2,1,0,21,2,0,1,1,1,0,2,1,DigiCert TLS RSA SHA256 2020 CA1,Jul 30 23:59:59 2024 GMT,DigiCert Inc,7,2,Hidden,1,2.7,0,0,-1
https://eu.defacto.com,legitimate,14,3,0,0,17,2,0,1,1,0,0,3,1,R3,Oct  4 23:05:29 2023 GMT,Let's Encrypt,2,0,2002-03-27 19:07,1,2.4,0,0,-1
https://hkontrade.com,fraudulent,13,3,0,0,17,1,0,1,1,0,0,0,1,GTS CA 1P5,Sep  6 10:36:38 2023 GMT,Google Trust Services LLC,9,1,2023-06-08 10:42,0,,0,0,-1
https://www.sprintis.eu,legitimate,15,2,1,0,18,2,0,1,1,1,0,0,1,Cloudflare Inc ECC CA-3,Apr  9 23:59:59 2024 GMT,"Cloudflare, Inc.",1,2,Hidden,0,-1,0,0,-1
https://www.vestrum-italy.com,legitimate,21,3,1,0,23,2,1,1,1,1,0,2,1,R3,Sep  5 15:18:14 2023 GMT,Let's Encrypt,2,0,2015-09-11 15:59,0,-1,0,0,-1
https://www.optcefurniture.com,fraudulent,22,3,1,0,25,2,0,1,1,0,0,0,0,GTS CA 1P5,Oct 18 11:53:02 2023 GMT,Google Trust Services LLC,9,1,2023-07-20 12:37,0,,0,0,-1
